Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Month,Profit Margin
ORD-10512,2024-04-08,2024-04-12,Same Day,Sanjay Singh,Corporate,West,Ahmedabad,Furniture,Chairs,28546.3,2,0.4,1140.71,2024-04,0.04
ORD-14474,2023-06-06,2023-06-12,Express,Priya Nair,Home Office,North,Jaipur,Furniture,Chairs,19826.27,5,0.1,4337.51,2023-06,0.219
ORD-14227,2023-12-26,2023-12-27,Second Class,Karthik Gupta,Consumer,North,Chandigarh,Furniture,Chairs,180751.43,8,0.1,43722.44,2023-12,0.242
ORD-19564,2023-06-12,2023-06-15,Same Day,Saanvi Nair,Corporate,South,Bengaluru,Furniture,Tables,107312.73,5,0.3,18987.82,2023-06,0.177
ORD-18269,2023-10-17,2023-10-22,Same Day,Sanjay Chatterjee,Corporate,North,Lucknow,Office Supplies,Labels,3062.7,7,0.0,748.07,2023-10,0.244
ORD-17855,2024-10-03,2024-10-08,Express,Isha Chatterjee,Home Office,North,Chandigarh,Office Supplies,Art,16636.4,8,0.0,6202.16,2024-10,0.373
ORD-17704,2024-09-11,2024-09-17,Same Day,Saanvi Patel,Corporate,West,Ahmedabad,Electronics,Accessories,82434.76,3,0.3,8869.26,2024-09,0.108
ORD-10898,2023-11-09,2023-11-15,Express,Diya Nair,Consumer,West,Ahmedabad,Furniture,Tables,59366.37,4,0.0,14451.17,2023-11,0.243
ORD-10574,2023-09-24,2023-09-26,Express,Reyansh Patel,Corporate,South,Kochi,Office Supplies,Labels,949.97,6,0.15,137.59,2023-09,0.145
ORD-17164,2023-05-31,2023-06-03,Standard,Pari Kulkarni,Home Office,East,Kolkata,Electronics,Phones,5322.15,1,0.4,827.38,2023-05,0.155
ORD-11184,2023-03-26,2023-03-28,Standard,Saanvi Kulkarni,Home Office,West,Mumbai,Office Supplies,Art,2158.11,2,0.4,562.9,2023-03,0.261
ORD-18573,2024-11-22,2024-11-23,Second Class,Priya Chatterjee,Home Office,South,Bengaluru,Furniture,Chairs,60819.18,3,0.2,21319.79,2024-11,0.351
ORD-14143,2023-10-05,2023-10-08,Express,Aarav Nair,Consumer,East,Kolkata,Electronics,Phones,32710.25,7,0.2,6903.77,2023-10,0.211
ORD-15367,2023-03-27,2023-03-30,Same Day,Sanjay Gupta,Home Office,South,Kochi,Electronics,Accessories,10366.71,7,0.0,1345.54,2023-03,0.13
ORD-19338,2024-12-24,2024-12-28,Second Class,Priya Kulkarni,Corporate,West,Mumbai,Office Supplies,Envelopes,17971.77,7,0.1,3994.99,2024-12,0.222
ORD-13604,2024-06-14,2024-06-16,Same Day,Anika Iyer,Consumer,East,Guwahati,Office Supplies,Envelopes,9407.89,5,0.0,-101.73,2024-06,-0.011
ORD-14857,2023-04-10,2023-04-11,Express,Isha Iyer,Corporate,South,Chennai,Furniture,Chairs,40688.8,4,0.4,-2659.06,2023-04,-0.065
ORD-17766,2023-04-03,2023-04-04,Express,Meera Rao,Consumer,North,Delhi,Furniture,Chairs,189616.06,8,0.0,56940.98,2023-04,0.3
ORD-14183,2023-12-26,2023-12-30,Second Class,Reyansh Iyer,Consumer,East,Patna,Furniture,Bookcases,7499.87,1,0.2,1445.89,2023-12,0.193
ORD-13799,2024-11-26,2024-11-28,Standard,Isha Iyer,Corporate,East,Kolkata,Electronics,Phones,67899.97,8,0.0,6306.89,2024-11,0.093
ORD-10407,2023-05-22,2023-05-25,Express,Krishna Menon,Corporate,South,Bengaluru,Furniture,Storage,22631.38,6,0.1,3386.63,2023-05,0.15
ORD-15839,2023-08-13,2023-08-20,Express,Pari Chatterjee,Home Office,East,Kolkata,Furniture,Tables,12370.92,7,0.0,3575.73,2023-08,0.289
ORD-13685,2024-03-05,2024-03-07,Express,Rohan Kulkarni,Home Office,West,Mumbai,Furniture,Chairs,112198.45,5,0.4,8711.29,2024-03,0.078
ORD-18094,2024-05-07,2024-05-14,Same Day,Anika Joshi,Corporate,South,Hyderabad,Furniture,Tables,7143.04,1,0.0,842.49,2024-05,0.118
ORD-15554,2024-09-11,2024-09-18,Same Day,Isha Bose,Corporate,West,Ahmedabad,Electronics,Copiers,87590.66,3,0.1,28388.91,2024-09,0.324
ORD-12478,2024-12-24,2024-12-31,Standard,Pari Bose,Home Office,North,Lucknow,Office Supplies,Envelopes,14711.27,8,0.0,5760.06,2024-12,0.392
ORD-16397,2023-10-14,2023-10-20,Second Class,Vihaan Iyer,Home Office,South,Chennai,Furniture,Tables,18166.62,5,0.2,5882.16,2023-10,0.324
ORD-16332,2023-05-13,2023-05-19,Same Day,Saanvi Nair,Corporate,East,Kolkata,Furniture,Chairs,20511.33,7,0.0,3155.14,2023-05,0.154
ORD-11049,2023-01-16,2023-01-19,Standard,Aadhya Patel,Consumer,North,Jaipur,Electronics,Accessories,71999.33,4,0.0,16929.33,2023-01,0.235
ORD-15570,2024-02-18,2024-02-19,Standard,Vihaan Joshi,Corporate,West,Ahmedabad,Office Supplies,Labels,3830.13,3,0.2,701.16,2024-02,0.183
ORD-11933,2024-07-10,2024-07-11,Standard,Aditya Chatterjee,Consumer,West,Pune,Furniture,Storage,4555.66,3,0.3,373.75,2024-07,0.082
ORD-15307,2024-12-01,2024-12-05,Express,Sanjay Rao,Corporate,East,Bhubaneswar,Electronics,Phones,88947.66,5,0.3,-3371.64,2024-12,-0.038
ORD-10047,2024-01-13,2024-01-15,Same Day,Rohan Reddy,Corporate,West,Mumbai,Electronics,Accessories,8355.12,2,0.0,2666.66,2024-01,0.319
ORD-16799,2023-03-30,2023-04-03,Same Day,Karthik Desai,Corporate,North,Delhi,Electronics,Machines,53309.97,3,0.2,13012.91,2023-03,0.244
ORD-10573,2023-11-18,2023-11-23,Same Day,Sai Rao,Home Office,South,Bengaluru,Office Supplies,Paper,3147.78,2,0.0,353.49,2023-11,0.112
ORD-13577,2024-12-20,2024-12-24,Same Day,Vihaan Chatterjee,Consumer,North,Lucknow,Office Supplies,Paper,754.17,1,0.3,115.67,2024-12,0.153
ORD-10902,2024-03-13,2024-03-20,Second Class,Pari Chatterjee,Home Office,East,Bhubaneswar,Furniture,Bookcases,23287.41,1,0.0,766.16,2024-03,0.033
ORD-10064,2024-08-13,2024-08-14,Same Day,Kiara Pillai,Home Office,North,Delhi,Furniture,Chairs,70498.91,3,0.4,-672.94,2024-08,-0.01
ORD-10316,2023-05-04,2023-05-11,Express,Myra Gupta,Consumer,West,Mumbai,Office Supplies,Envelopes,1846.03,7,0.1,347.35,2023-05,0.188
ORD-17794,2023-02-10,2023-02-12,Express,Sai Desai,Consumer,North,Delhi,Furniture,Chairs,64793.91,5,0.0,17355.24,2023-02,0.268
ORD-11053,2023-05-15,2023-05-18,Same Day,Karthik Nair,Home Office,East,Guwahati,Electronics,Machines,179844.55,7,0.2,39900.14,2023-05,0.222
ORD-18347,2024-08-17,2024-08-19,Same Day,Aarav Patel,Corporate,East,Guwahati,Electronics,Phones,232099.42,8,0.1,32588.09,2024-08,0.14
ORD-18569,2023-06-09,2023-06-11,Second Class,Pari Chatterjee,Corporate,South,Hyderabad,Electronics,Copiers,104345.15,4,0.0,23467.49,2023-06,0.225
ORD-11517,2024-01-06,2024-01-10,Standard,Vivaan Bose,Consumer,South,Hyderabad,Electronics,Copiers,75993.21,2,0.0,10755.31,2024-01,0.142
ORD-18037,2023-10-30,2023-10-31,Express,Saanvi Chatterjee,Corporate,East,Kolkata,Electronics,Machines,24504.53,3,0.0,3417.84,2023-10,0.139
ORD-11227,2024-03-25,2024-03-28,Express,Myra Pillai,Consumer,East,Patna,Furniture,Tables,151414.43,8,0.3,-7413.23,2024-03,-0.049
ORD-18975,2023-04-24,2023-04-26,Second Class,Aadhya Reddy,Consumer,East,Patna,Electronics,Accessories,40009.54,2,0.0,-2790.08,2023-04,-0.07
ORD-19372,2024-10-10,2024-10-11,Standard,Saanvi Joshi,Consumer,South,Bengaluru,Furniture,Chairs,2223.31,1,0.0,558.66,2024-10,0.251
ORD-16155,2024-01-08,2024-01-10,Same Day,Rohan Iyer,Consumer,East,Patna,Electronics,Copiers,28182.12,2,0.3,5234.03,2024-01,0.186
ORD-13549,2023-05-15,2023-05-16,Same Day,Aadhya Desai,Home Office,South,Chennai,Furniture,Storage,15331.02,3,0.0,4285.1,2023-05,0.28
ORD-11553,2024-04-02,2024-04-04,Same Day,Aarav Pillai,Corporate,East,Guwahati,Electronics,Machines,62054.37,2,0.1,10290.02,2024-04,0.166
ORD-11833,2023-04-07,2023-04-10,Second Class,Kiara Menon,Home Office,West,Mumbai,Office Supplies,Labels,6318.22,4,0.4,1002.01,2023-04,0.159
ORD-16388,2024-10-22,2024-10-25,Same Day,Rohan Chatterjee,Home Office,North,Chandigarh,Electronics,Copiers,14617.43,3,0.0,5103.89,2024-10,0.349
ORD-15768,2023-04-17,2023-04-23,Standard,Karthik Nair,Corporate,West,Mumbai,Electronics,Phones,60686.26,3,0.0,16245.51,2023-04,0.268
ORD-10300,2023-02-19,2023-02-25,Standard,Myra Chatterjee,Home Office,North,Delhi,Electronics,Phones,2747.76,2,0.3,517.8,2023-02,0.188
ORD-16738,2023-05-09,2023-05-11,Second Class,Krishna Menon,Home Office,South,Bengaluru,Electronics,Machines,38814.78,4,0.2,12890.12,2023-05,0.332
ORD-14887,2024-01-19,2024-01-21,Standard,Karthik Nair,Consumer,East,Kolkata,Furniture,Tables,111557.89,5,0.4,-21281.33,2024-01,-0.191
ORD-10967,2023-08-11,2023-08-17,Standard,Aditya Rao,Consumer,South,Hyderabad,Electronics,Phones,96676.46,6,0.4,8893.23,2023-08,0.092
ORD-10487,2024-01-29,2024-02-04,Standard,Sanjay Chatterjee,Consumer,West,Ahmedabad,Electronics,Accessories,15998.87,4,0.15,1775.16,2024-01,0.111
ORD-18582,2024-11-09,2024-11-11,Express,Riya Menon,Home Office,North,Jaipur,Electronics,Phones,145279.55,4,0.0,19790.06,2024-11,0.136
ORD-16812,2024-11-30,2024-12-05,Same Day,Vihaan Desai,Home Office,North,Jaipur,Electronics,Copiers,14172.09,8,0.15,4289.51,2024-11,0.303
ORD-12964,2023-04-25,2023-05-02,Standard,Saanvi Desai,Consumer,South,Chennai,Furniture,Chairs,70006.68,5,0.0,19422.57,2023-04,0.277
ORD-15079,2023-03-02,2023-03-08,Same Day,Pari Verma,Home Office,North,Chandigarh,Electronics,Machines,39049.13,7,0.2,14883.3,2023-03,0.381
ORD-14912,2024-11-11,2024-11-12,Second Class,Ishaan Nair,Corporate,North,Lucknow,Furniture,Bookcases,15224.45,1,0.4,598.98,2024-11,0.039
ORD-17900,2024-07-25,2024-07-29,Standard,Myra Verma,Home Office,North,Lucknow,Office Supplies,Binders,650.64,2,0.4,195.42,2024-07,0.3
ORD-19594,2024-01-31,2024-02-05,Standard,Neha Nair,Consumer,North,Jaipur,Electronics,Copiers,29436.29,1,0.0,5612.6,2024-01,0.191
ORD-18226,2024-01-25,2024-01-30,Express,Sanjay Reddy,Corporate,East,Guwahati,Electronics,Machines,52643.6,2,0.0,2374.46,2024-01,0.045
ORD-15337,2023-05-21,2023-05-22,Express,Saanvi Patel,Consumer,South,Kochi,Furniture,Bookcases,106017.22,5,0.0,26974.36,2023-05,0.254
ORD-11025,2023-06-25,2023-07-02,Second Class,Ananya Joshi,Consumer,South,Chennai,Office Supplies,Paper,3923.63,3,0.0,401.76,2023-06,0.102
ORD-11426,2024-02-29,2024-03-04,Second Class,Ananya Sharma,Corporate,West,Mumbai,Furniture,Chairs,46018.63,2,0.15,3561.64,2024-02,0.077
ORD-12275,2024-12-06,2024-12-12,Second Class,Diya Iyer,Corporate,East,Patna,Electronics,Machines,39931.17,3,0.0,5784.0,2024-12,0.145
ORD-17191,2023-11-15,2023-11-16,Same Day,Reyansh Bose,Consumer,West,Ahmedabad,Electronics,Accessories,92333.07,8,0.2,13000.81,2023-11,0.141
ORD-11099,2023-08-08,2023-08-09,Standard,Krishna Kulkarni,Home Office,West,Pune,Electronics,Copiers,57684.32,8,0.0,8542.09,2023-08,0.148
ORD-11736,2023-03-13,2023-03-19,Second Class,Diya Sharma,Home Office,East,Kolkata,Electronics,Phones,17675.61,3,0.2,973.66,2023-03,0.055
ORD-16338,2024-06-08,2024-06-14,Same Day,Arjun Bose,Corporate,East,Kolkata,Furniture,Tables,34704.68,2,0.3,-6294.87,2024-06,-0.181
ORD-18719,2024-09-10,2024-09-15,Second Class,Karthik Menon,Consumer,East,Kolkata,Office Supplies,Binders,2919.11,8,0.0,-11.7,2024-09,-0.004
ORD-19008,2024-04-06,2024-04-13,Standard,Sanjay Desai,Corporate,East,Kolkata,Office Supplies,Binders,14012.93,5,0.0,1913.59,2024-04,0.137
ORD-18863,2023-08-01,2023-08-08,Standard,Diya Singh,Consumer,East,Guwahati,Office Supplies,Art,11138.59,6,0.15,-249.13,2023-08,-0.022
ORD-13803,2024-07-22,2024-07-26,Same Day,Aarav Nair,Corporate,North,Jaipur,Furniture,Chairs,129949.93,6,0.1,26701.22,2024-07,0.205
ORD-16049,2023-08-20,2023-08-27,Express,Saanvi Patel,Home Office,North,Delhi,Furniture,Chairs,137093.18,8,0.0,54264.77,2023-08,0.396
ORD-19649,2023-02-17,2023-02-24,Second Class,Riya Gupta,Consumer,East,Guwahati,Office Supplies,Binders,10109.37,8,0.2,1270.51,2023-02,0.126
ORD-12222,2024-01-29,2024-02-02,Standard,Riya Iyer,Consumer,East,Kolkata,Electronics,Machines,56312.27,5,0.15,9655.1,2024-01,0.171
ORD-12668,2024-01-30,2024-02-01,Same Day,Pari Sharma,Home Office,West,Surat,Office Supplies,Envelopes,4683.59,8,0.15,1527.66,2024-01,0.326
ORD-11034,2023-05-24,2023-05-25,Standard,Saanvi Joshi,Home Office,South,Hyderabad,Office Supplies,Envelopes,7030.9,7,0.3,1772.11,2023-05,0.252
ORD-11031,2023-05-18,2023-05-24,Second Class,Priya Bose,Consumer,East,Guwahati,Office Supplies,Art,4090.53,2,0.2,822.0,2023-05,0.201
ORD-16368,2024-10-16,2024-10-20,Standard,Vihaan Singh,Corporate,East,Patna,Office Supplies,Art,6927.41,7,0.0,1186.72,2024-10,0.171
ORD-13823,2024-01-24,2024-01-25,Express,Riya Kulkarni,Corporate,West,Surat,Electronics,Machines,66852.53,5,0.0,19098.47,2024-01,0.286
ORD-16289,2023-05-03,2023-05-06,Same Day,Aarav Reddy,Corporate,North,Jaipur,Furniture,Tables,111247.44,6,0.2,26167.51,2023-05,0.235
ORD-19654,2023-05-27,2023-05-28,Second Class,Ananya Desai,Consumer,South,Chennai,Office Supplies,Paper,450.89,2,0.0,87.32,2023-05,0.194
ORD-14046,2023-11-24,2023-11-25,Express,Isha Gupta,Consumer,South,Bengaluru,Office Supplies,Art,4134.21,2,0.3,1214.65,2023-11,0.294
ORD-16736,2024-01-21,2024-01-22,Same Day,Myra Desai,Corporate,North,Jaipur,Electronics,Copiers,50225.74,2,0.2,3452.37,2024-01,0.069
ORD-17434,2023-09-04,2023-09-10,Same Day,Saanvi Pillai,Corporate,South,Bengaluru,Furniture,Storage,27167.54,7,0.0,5380.66,2023-09,0.198
ORD-16331,2024-02-21,2024-02-28,Second Class,Ananya Chatterjee,Consumer,North,Delhi,Electronics,Copiers,14193.19,6,0.1,1021.35,2024-02,0.072
ORD-16356,2023-02-13,2023-02-14,Same Day,Aditya Desai,Home Office,South,Hyderabad,Office Supplies,Art,2277.53,5,0.15,275.4,2023-02,0.121
ORD-15473,2023-11-27,2023-11-28,Standard,Sai Iyer,Consumer,North,Lucknow,Electronics,Phones,132903.87,5,0.0,35950.32,2023-11,0.27
ORD-18284,2023-02-02,2023-02-04,Same Day,Meera Menon,Home Office,North,Chandigarh,Furniture,Tables,88213.13,8,0.15,28808.24,2023-02,0.327
ORD-10757,2023-02-02,2023-02-04,Same Day,Karthik Menon,Corporate,East,Kolkata,Furniture,Storage,69119.04,4,0.4,-5747.93,2023-02,-0.083
ORD-13605,2023-07-04,2023-07-09,Second Class,Aarav Bose,Home Office,South,Hyderabad,Electronics,Copiers,108169.07,4,0.4,13311.05,2023-07,0.123
ORD-15704,2023-12-14,2023-12-18,Express,Vivaan Verma,Corporate,South,Kochi,Electronics,Accessories,82232.86,4,0.1,25687.55,2023-12,0.312
ORD-15853,2024-04-11,2024-04-14,Second Class,Rohan Rao,Corporate,West,Ahmedabad,Office Supplies,Envelopes,5476.72,2,0.1,1384.98,2024-04,0.253
ORD-14750,2024-08-07,2024-08-09,Same Day,Ananya Chatterjee,Consumer,East,Guwahati,Electronics,Copiers,9201.35,3,0.1,-411.93,2024-08,-0.045
ORD-14489,2024-09-07,2024-09-12,Same Day,Meera Menon,Consumer,North,Delhi,Furniture,Tables,9096.3,1,0.0,3077.92,2024-09,0.338
ORD-11147,2023-10-15,2023-10-20,Second Class,Sanjay Gupta,Corporate,South,Chennai,Office Supplies,Paper,13208.78,6,0.2,1391.18,2023-10,0.105
ORD-11677,2024-02-04,2024-02-07,Same Day,Riya Desai,Home Office,West,Ahmedabad,Office Supplies,Paper,13573.29,5,0.4,2145.51,2024-02,0.158
ORD-15043,2024-02-25,2024-02-29,Same Day,Ishaan Reddy,Corporate,South,Bengaluru,Furniture,Storage,7701.42,3,0.0,687.83,2024-02,0.089
ORD-14957,2023-04-22,2023-04-25,Same Day,Myra Gupta,Consumer,West,Pune,Furniture,Bookcases,163821.54,7,0.0,21515.26,2023-04,0.131
ORD-18907,2023-01-23,2023-01-25,Express,Krishna Reddy,Home Office,East,Bhubaneswar,Office Supplies,Binders,20178.95,8,0.4,1060.92,2023-01,0.053
ORD-14105,2023-05-01,2023-05-03,Express,Aadhya Iyer,Home Office,West,Surat,Office Supplies,Envelopes,6484.02,8,0.15,2008.87,2023-05,0.31
ORD-16035,2023-03-25,2023-04-01,Express,Ananya Menon,Corporate,North,Lucknow,Electronics,Phones,110162.1,6,0.0,12952.83,2023-03,0.118
ORD-12585,2024-11-09,2024-11-13,Express,Neha Verma,Consumer,West,Pune,Furniture,Storage,8947.59,2,0.0,2339.25,2024-11,0.261
ORD-17342,2023-12-16,2023-12-22,Second Class,Saanvi Nair,Corporate,North,Delhi,Office Supplies,Labels,2246.71,1,0.2,270.46,2023-12,0.12
ORD-17003,2023-03-02,2023-03-04,Same Day,Ishaan Sharma,Home Office,East,Bhubaneswar,Furniture,Tables,71552.09,4,0.0,5473.46,2023-03,0.076
ORD-12219,2024-08-26,2024-08-31,Second Class,Aarav Bose,Corporate,West,Surat,Electronics,Machines,76279.34,5,0.4,7671.81,2024-08,0.101
ORD-14375,2024-09-12,2024-09-13,Same Day,Aadhya Singh,Home Office,North,Delhi,Electronics,Phones,147476.59,4,0.0,19617.61,2024-09,0.133
ORD-16883,2023-04-06,2023-04-09,Express,Riya Desai,Home Office,East,Guwahati,Electronics,Accessories,283077.58,8,0.0,9803.8,2023-04,0.035
ORD-12602,2024-12-08,2024-12-09,Express,Saanvi Rao,Corporate,South,Kochi,Electronics,Machines,254814.71,8,0.1,70582.15,2024-12,0.277
ORD-12938,2024-02-15,2024-02-17,Same Day,Saanvi Menon,Consumer,South,Hyderabad,Electronics,Copiers,32544.64,2,0.4,5795.68,2024-02,0.178
ORD-17758,2023-01-29,2023-02-05,Standard,Ananya Rao,Consumer,East,Guwahati,Furniture,Storage,43848.26,4,0.0,2556.11,2023-01,0.058
ORD-14318,2023-04-20,2023-04-25,Express,Neha Bose,Home Office,North,Lucknow,Office Supplies,Binders,2238.51,2,0.0,520.68,2023-04,0.233
ORD-11809,2023-05-15,2023-05-17,Same Day,Sanjay Menon,Corporate,East,Patna,Electronics,Accessories,53290.22,2,0.1,3112.59,2023-05,0.058
ORD-16731,2023-09-16,2023-09-21,Second Class,Vivaan Joshi,Corporate,East,Patna,Furniture,Storage,107519.14,8,0.0,-1650.69,2023-09,-0.015
ORD-13550,2023-01-02,2023-01-05,Standard,Riya Patel,Home Office,West,Mumbai,Furniture,Bookcases,75019.92,6,0.4,13440.03,2023-01,0.179
ORD-15041,2024-10-03,2024-10-08,Same Day,Karthik Joshi,Corporate,South,Bengaluru,Electronics,Phones,36887.15,2,0.3,9806.35,2024-10,0.266
ORD-17624,2024-08-06,2024-08-09,Standard,Meera Pillai,Consumer,East,Bhubaneswar,Furniture,Bookcases,133692.44,7,0.2,3758.96,2024-08,0.028
ORD-14891,2023-07-27,2023-07-29,Second Class,Diya Rao,Corporate,South,Bengaluru,Office Supplies,Paper,5362.62,2,0.2,1347.47,2023-07,0.251
ORD-19227,2024-01-30,2024-02-05,Express,Aditya Verma,Consumer,South,Bengaluru,Electronics,Phones,132117.59,6,0.0,43446.5,2024-01,0.329
ORD-15288,2024-10-05,2024-10-07,Standard,Vihaan Rao,Corporate,South,Chennai,Furniture,Bookcases,35255.48,2,0.0,7422.66,2024-10,0.211
ORD-12936,2023-06-30,2023-07-02,Second Class,Isha Singh,Corporate,North,Lucknow,Office Supplies,Binders,3750.12,7,0.3,214.43,2023-06,0.057
ORD-12722,2023-07-05,2023-07-12,Standard,Sai Bose,Consumer,South,Bengaluru,Electronics,Machines,137166.78,4,0.4,9363.08,2023-07,0.068
ORD-13806,2023-10-04,2023-10-09,Second Class,Vivaan Iyer,Corporate,South,Hyderabad,Office Supplies,Envelopes,953.7,5,0.0,147.5,2023-10,0.155
ORD-14147,2023-05-18,2023-05-24,Same Day,Saanvi Kulkarni,Consumer,North,Lucknow,Electronics,Copiers,108544.99,7,0.15,30225.44,2023-05,0.278
ORD-16170,2023-12-13,2023-12-14,Express,Anika Singh,Consumer,East,Kolkata,Furniture,Storage,28581.61,3,0.2,215.12,2023-12,0.008
ORD-16569,2023-09-13,2023-09-14,Standard,Aarav Joshi,Corporate,East,Guwahati,Electronics,Machines,60531.13,2,0.0,-978.51,2023-09,-0.016
ORD-12862,2024-06-07,2024-06-12,Express,Neha Gupta,Home Office,East,Bhubaneswar,Furniture,Chairs,7664.22,4,0.3,185.27,2024-06,0.024
ORD-13425,2024-01-29,2024-02-01,Standard,Vivaan Reddy,Consumer,North,Delhi,Electronics,Phones,89386.82,3,0.2,16789.71,2024-01,0.188
ORD-16668,2024-05-31,2024-06-03,Second Class,Sai Iyer,Corporate,South,Hyderabad,Furniture,Storage,191762.7,8,0.2,10943.87,2024-05,0.057
ORD-11186,2024-12-14,2024-12-19,Same Day,Ishaan Reddy,Corporate,North,Jaipur,Furniture,Tables,48783.81,7,0.0,3009.34,2024-12,0.062
ORD-16222,2023-03-05,2023-03-07,Express,Krishna Desai,Home Office,North,Lucknow,Office Supplies,Binders,5390.49,3,0.2,1547.56,2023-03,0.287
ORD-13473,2024-02-01,2024-02-06,Standard,Priya Reddy,Corporate,South,Chennai,Office Supplies,Labels,13982.67,5,0.3,3295.09,2024-02,0.236
ORD-10060,2023-06-10,2023-06-11,Standard,Sanjay Joshi,Consumer,East,Kolkata,Furniture,Tables,165205.44,7,0.4,-15839.58,2023-06,-0.096
ORD-17270,2023-06-18,2023-06-19,Second Class,Aadhya Iyer,Consumer,North,Lucknow,Office Supplies,Binders,13208.27,8,0.2,1864.85,2023-06,0.141
ORD-13791,2024-10-24,2024-10-29,Second Class,Isha Sharma,Corporate,South,Kochi,Office Supplies,Binders,3113.68,6,0.1,328.59,2024-10,0.106
ORD-17540,2024-11-24,2024-11-27,Same Day,Krishna Nair,Corporate,East,Bhubaneswar,Office Supplies,Labels,4852.45,3,0.2,-107.59,2024-11,-0.022
ORD-13191,2024-08-12,2024-08-16,Standard,Isha Singh,Home Office,West,Surat,Furniture,Bookcases,155194.88,8,0.0,60615.25,2024-08,0.391
ORD-17066,2024-01-02,2024-01-03,Same Day,Ishaan Menon,Consumer,West,Ahmedabad,Furniture,Tables,96435.77,5,0.4,-1071.12,2024-01,-0.011
ORD-18951,2023-04-16,2023-04-20,Same Day,Sanjay Gupta,Home Office,West,Ahmedabad,Furniture,Chairs,43002.06,2,0.15,11485.7,2023-04,0.267
ORD-14049,2024-02-09,2024-02-15,Second Class,Aditya Patel,Home Office,East,Patna,Office Supplies,Paper,1079.09,5,0.4,208.34,2024-02,0.193
ORD-12374,2024-10-06,2024-10-07,Same Day,Arjun Pillai,Home Office,South,Bengaluru,Electronics,Phones,76525.56,2,0.2,12546.77,2024-10,0.164
ORD-16982,2024-07-01,2024-07-05,Same Day,Pari Iyer,Home Office,West,Pune,Electronics,Machines,133673.65,7,0.1,21546.19,2024-07,0.161
ORD-15476,2024-12-22,2024-12-27,Second Class,Ananya Bose,Corporate,East,Kolkata,Office Supplies,Binders,3951.95,2,0.4,10.26,2024-12,0.003
ORD-17613,2024-01-16,2024-01-18,Second Class,Krishna Kulkarni,Consumer,North,Jaipur,Furniture,Tables,33126.22,4,0.1,4459.44,2024-01,0.135
ORD-12749,2024-04-17,2024-04-23,Standard,Aarav Kulkarni,Consumer,East,Bhubaneswar,Furniture,Tables,139665.76,6,0.3,-6453.23,2024-04,-0.046
ORD-19007,2024-08-11,2024-08-18,Express,Sai Iyer,Consumer,North,Chandigarh,Furniture,Bookcases,33265.92,7,0.15,6974.92,2024-08,0.21
ORD-11015,2023-06-03,2023-06-06,Express,Diya Joshi,Consumer,North,Lucknow,Furniture,Bookcases,16821.17,2,0.1,2054.38,2023-06,0.122
ORD-11943,2024-01-22,2024-01-29,Same Day,Kiara Sharma,Consumer,East,Guwahati,Furniture,Storage,58801.38,8,0.15,-3497.2,2024-01,-0.059
ORD-10456,2023-11-29,2023-12-03,Same Day,Aditya Joshi,Home Office,East,Guwahati,Office Supplies,Paper,12915.13,8,0.0,3623.3,2023-11,0.281
ORD-13790,2023-10-16,2023-10-21,Same Day,Arjun Pillai,Corporate,North,Chandigarh,Electronics,Accessories,18249.95,1,0.0,3612.74,2023-10,0.198
ORD-12946,2024-08-24,2024-08-25,Same Day,Arjun Singh,Corporate,South,Bengaluru,Furniture,Bookcases,102981.92,6,0.1,22344.04,2024-08,0.217
ORD-14702,2024-05-04,2024-05-05,Express,Kiara Joshi,Consumer,East,Guwahati,Office Supplies,Labels,2455.85,1,0.15,511.07,2024-05,0.208
ORD-15665,2024-02-16,2024-02-21,Standard,Aadhya Kulkarni,Home Office,North,Delhi,Electronics,Copiers,59608.69,2,0.0,18769.66,2024-02,0.315
ORD-12325,2023-11-27,2023-12-03,Standard,Saanvi Menon,Corporate,West,Ahmedabad,Furniture,Chairs,30921.59,4,0.0,6232.24,2023-11,0.202
ORD-10805,2024-09-26,2024-10-02,Second Class,Diya Kulkarni,Corporate,West,Mumbai,Office Supplies,Art,1578.06,3,0.4,77.4,2024-09,0.049
ORD-15625,2024-04-10,2024-04-14,Standard,Riya Patel,Corporate,North,Delhi,Furniture,Tables,22819.6,2,0.0,7181.93,2024-04,0.315
ORD-16528,2024-07-29,2024-08-04,Same Day,Neha Sharma,Consumer,South,Chennai,Electronics,Machines,17247.9,5,0.4,1020.87,2024-07,0.059
ORD-16093,2024-09-12,2024-09-16,Same Day,Vihaan Kulkarni,Consumer,West,Mumbai,Furniture,Bookcases,15322.5,6,0.1,3940.9,2024-09,0.257
ORD-17405,2023-03-19,2023-03-21,Standard,Diya Joshi,Corporate,South,Hyderabad,Furniture,Storage,66243.85,6,0.15,14023.05,2023-03,0.212
ORD-17089,2023-04-25,2023-05-01,Express,Arjun Chatterjee,Home Office,West,Mumbai,Electronics,Accessories,20240.71,3,0.4,7053.37,2023-04,0.348
ORD-18138,2024-12-12,2024-12-16,Standard,Saanvi Chatterjee,Home Office,East,Bhubaneswar,Furniture,Chairs,78748.54,8,0.1,21870.76,2024-12,0.278
ORD-14054,2024-03-04,2024-03-06,Standard,Vihaan Joshi,Home Office,South,Hyderabad,Furniture,Bookcases,32058.67,7,0.1,10926.45,2024-03,0.341
