Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-10329,31/01/2024,2024-02-03,Standard,Kiara Desai,Corporate,South,Bengaluru,Electronics,Copiers,18621.92,5,0.0,1268.26
ORD-11104,2024-07-03,2024-07-06,Express,Karthik Chatterjee,Consumer,North,Delhi,Furniture,Storage,33788.73,3,0.15,3327.65
ORD-18799,24/10/2023,2023-10-29,Same Day,Karthik Menon,Corporate,South,Chennai,Furniture,Storage,128005.63,8,0.3,10782.67
ORD-13593,2024-07-24,2024-07-25,Standard,Pari Nair,Corporate,East,Bhubaneswar,Furniture,Storage,116230.78,6,0.2,19394.38
ORD-10179,2024-04-19,2024-04-20,Express,Pari Nair,Home Office,West,Pune,Furniture,Bookcases,147136.89,7,0.3,24001.97
ORD-13261,2024-03-18,2024-03-22,Express,Karthik Joshi,Corporate,South,Hyderabad,Furniture,Tables,69066.11,6,0.4,4142.44
ORD-17156,13/10/2024,2024-10-20,Standard,Sanjay Menon,Home Office,West,Mumbai,Electronics,Copiers,128171.39,5,0.2,38647.46
ORD-10153,03/09/2024,2024-09-07,Standard,Meera Verma,Home Office,North,Jaipur,Electronics,Copiers,175031.78,5,0.1,65579.83
ORD-14452,2024-09-13,2024-09-20,Same Day,Kiara Bose,Consumer,East,Kolkata,Electronics,Accessories,176151.69,5,0.0,-3744.33
ORD-17844,04/10/2024,2024-10-08,Second Class,Ananya Chatterjee,Consumer,East,Bhubaneswar,Electronics,Copiers,53320.2,6,0.3,6694.84
ORD-18318,2024-05-03,2024-05-10,Standard,Isha Joshi,Consumer,West,Pune,Furniture,Storage,123610.35,7,0.3,13852.88
ORD-13560,14/02/2024,2024-02-21,Express,Vihaan Bose,Consumer,South,Hyderabad,Office Supplies,Envelopes,8012.62,3,0.0,1442.35
ORD-17802,2023-05-15,2023-05-20,Second Class,Anika Iyer,Consumer,South,Hyderabad,Electronics,Phones,140644.4,7,0.15,15291.0
ORD-13869,2023-07-23,2023-07-29,Same Day,Aadhya Kulkarni,Corporate,South,Kochi,Office Supplies,Paper,4986.54,3,0.0,523.29
ORD-16286,2024-07-03,2024-07-09,Same Day,Priya Pillai,Home Office,East,Patna,Office Supplies,Art,3661.79,6,0.15,961.64
ORD-10578,04/03/2024,2024-03-06,Express,Aarav Singh,Corporate,West,Pune,Electronics,Accessories,278013.86,7,0.0,24867.43
ORD-13480,07/06/2023,2023-06-13,Second Class,Saanvi Bose,Corporate,North,Lucknow,Furniture,Storage,22273.79,4,0.4,-1118.05
ORD-18893,24/08/2023,2023-08-26,Same Day,Krishna Pillai,Corporate,East,Guwahati,Electronics,Accessories,39339.66,7,0.0,2687.3
ORD-16317,27/11/2024,2024-11-30,Standard,Vivaan Singh,Consumer,South,Kochi,Furniture,Tables,14395.57,3,0.2,2466.37
ORD-12911,19/05/2024,2024-05-23,Second Class,Rohan Menon,Corporate,East,Bhubaneswar,Office Supplies,Paper,2764.0,8,0.15,134.34
ORD-15679,02/02/2023,2023-02-07,Second Class,Isha Patel,Consumer,East,Patna,Furniture,Bookcases,29041.19,4,0.0,1351.55
ORD-13579,2023-04-25,2023-04-28,Second Class,Vihaan Verma,Consumer,North,Jaipur,Furniture,Tables,4473.38,1,0.4,-299.38
ORD-15775,13/03/2023,2023-03-17,Express,Vivaan Patel,Corporate,South,Hyderabad,Furniture,Chairs,68961.67,4,0.0,6615.77
ORD-11114,2024-03-18,2024-03-25,Standard,Vivaan Pillai,Corporate,South,Kochi,Office Supplies,Paper,2314.81,5,0.0,496.7
ORD-14644,02/04/2023,2023-04-03,Same Day,Reyansh Joshi,Corporate,East,Patna,Office Supplies,Envelopes,5619.79,4,0.2,129.11
ORD-19445,2023-10-16,2023-10-20,Second Class,Vivaan Rao,Home Office,South,Chennai,Furniture,Tables,27808.85,8,0.0,4175.67
ORD-12769,11/07/2023,2023-07-12,Second Class,Reyansh Desai,Corporate,East,Guwahati,Electronics,Copiers,39810.88,7,0.1,6786.83
ORD-15325,22/04/2024,2024-04-28,Second Class,Priya Desai,Home Office,East,Kolkata,Office Supplies,Art,12264.06,5,0.0,2814.53
ORD-19646,08/11/2024,2024-11-14,Standard,Pari Pillai,Home Office,North,Lucknow,Office Supplies,Paper,5751.17,2,0.0,1139.49
ORD-15864,11/04/2024,2024-04-13,Express,Vivaan Pillai,Consumer,West,Ahmedabad,Office Supplies,Paper,9850.93,4,0.0,2770.76
ORD-11538,21/08/2024,2024-08-22,Second Class,Priya Patel,Corporate,South,Kochi,Office Supplies,Labels,942.31,4,0.0,56.29
ORD-15527,2023-06-22,2023-06-23,Second Class,Pari Nair,Home Office,West,Pune,Office Supplies,Binders,3334.37,6,0.0,1297.31
ORD-19758,19/07/2024,2024-07-24,Express,Diya Joshi,Corporate,North,Lucknow,Furniture,Bookcases,63657.74,7,0.15,10519.94
ORD-11952,28/05/2023,2023-05-30,Second Class,Myra Sharma,Consumer,North,Jaipur,Furniture,Tables,60307.03,8,0.0,4037.84
ORD-17014,2023-06-12,2023-06-18,Same Day,Ananya Joshi,Corporate,North,Lucknow,Furniture,Storage,62683.96,4,0.1,16003.54
ORD-12804,2024-08-19,2024-08-25,Same Day,Aadhya Kulkarni,Corporate,South,Bengaluru,Electronics,Copiers,104772.25,6,0.0,19109.03
ORD-16988,08/08/2023,2023-08-14,Standard,Kiara Joshi,Home Office,West,Mumbai,Furniture,Tables,109238.04,8,0.3,4936.4
ORD-11801,30/03/2024,2024-04-06,Standard,Ananya Nair,Home Office,East,Guwahati,Furniture,Tables,140692.23,6,0.3,-4866.29
ORD-11357,04/12/2024,2024-12-09,Second Class,Priya Bose,Home Office,West,Pune,Electronics,Copiers,195914.52,8,0.1,25954.03
ORD-17031,29/04/2024,2024-05-05,Standard,Anika Kulkarni,Corporate,South,Chennai,Office Supplies,Art,7914.43,6,0.2,2174.49
ORD-10189,2024-09-26,2024-10-01,Express,Ishaan Chatterjee,Consumer,South,Bengaluru,Furniture,Tables,80358.55,5,0.2,21647.34
ORD-19271,2023-06-27,2023-07-04,Second Class,Sai Menon,Home Office,South,Kochi,Office Supplies,Labels,6036.2,8,0.0,755.01
ORD-19618,2024-04-03,2024-04-06,Express,Neha Patel,Home Office,West,Surat,Electronics,Accessories,295723.9,8,0.3,97516.68
ORD-16817,2024-06-21,2024-06-24,Express,Ishaan Patel,Home Office,South,Bengaluru,Electronics,Accessories,8966.59,1,0.1,2737.3
ORD-11749,19/08/2023,2023-08-22,Same Day,Meera Patel,Consumer,West,Pune,Furniture,Storage,85876.83,5,0.0,20305.76
ORD-12605,26/06/2023,2023-07-03,Second Class,Sanjay Kulkarni,Home Office,West,Surat,Furniture,Chairs,47233.32,8,0.2,9244.52
ORD-16853,2023-07-18,2023-07-20,Standard,Kiara Reddy,Corporate,North,Jaipur,Office Supplies,Art,7970.35,5,0.0,467.59
ORD-18830,2024-05-26,2024-05-30,Express,Krishna Kulkarni,Home Office,North,Chandigarh,Office Supplies,Binders,2306.53,2,0.0,935.93
ORD-12985,2023-07-01,2023-07-02,Express,Isha Patel,Corporate,South,Bengaluru,Electronics,Phones,69752.12,7,0.2,20185.34
ORD-13741,24/12/2024,2024-12-27,Same Day,Kiara Singh,Home Office,South,Bengaluru,Office Supplies,Art,16376.81,7,0.0,3433.7
ORD-19056,31/05/2023,2023-06-05,Express,Anika Sharma,Consumer,North,Chandigarh,Office Supplies,Labels,15961.02,6,0.0,4964.56
ORD-15672,22/07/2024,2024-07-29,Same Day,Rohan Iyer,Consumer,West,Pune,Electronics,Accessories,61251.12,2,0.3,19461.75
ORD-10789,2023-05-17,2023-05-18,Second Class,Diya Nair,Home Office,North,Chandigarh,Furniture,Bookcases,23502.59,1,0.2,4368.0
ORD-13306,2023-07-14,2023-07-21,Standard,Isha Bose,Corporate,East,Kolkata,Office Supplies,Binders,740.52,1,0.3,97.6
ORD-13541,14/11/2023,2023-11-21,Express,Ananya Nair,Corporate,South,Chennai,Office Supplies,Labels,7222.43,5,0.3,2044.82
ORD-17527,10/06/2023,2023-06-12,Express,Vihaan Gupta,Home Office,North,Jaipur,Office Supplies,Labels,2196.92,4,0.3,333.34
ORD-14828,13/11/2024,2024-11-18,Same Day,Karthik Menon,Home Office,West,Surat,Furniture,Bookcases,13338.92,2,0.0,5360.65
ORD-13727,12/12/2024,2024-12-19,Same Day,Aadhya Bose,Corporate,North,Lucknow,Electronics,Machines,32021.78,3,0.4,6006.94
ORD-15827,2024-03-05,2024-03-07,Same Day,Krishna Singh,Consumer,East,Bhubaneswar,Electronics,Machines,2695.44,1,0.4,344.17
ORD-17186,08/08/2024,2024-08-12,Second Class,Neha Patel,Consumer,North,Delhi,Electronics,Phones,75824.61,3,0.15,12182.63
ORD-15465,2023-01-23,2023-01-27,Express,Sai Rao,Corporate,South,Bengaluru,Office Supplies,Art,12935.49,7,0.4,3733.03
ORD-11537,2023-09-17,2023-09-21,Second Class,Karthik Verma,Consumer,South,Bengaluru,Office Supplies,Art,11365.01,4,0.0,2410.12
ORD-13405,2023-08-25,2023-08-30,Second Class,Krishna Gupta,Home Office,South,Kochi,Electronics,Copiers,67763.48,2,0.0,19695.2
ORD-14277,2023-05-25,2023-05-31,Same Day,Vivaan Reddy,Corporate,West,Pune,Furniture,Storage,56002.51,3,0.0,13396.15
ORD-15352,18/09/2024,2024-09-24,Standard,Isha Pillai,Consumer,East,Bhubaneswar,Furniture,Bookcases,70329.21,3,0.3,-7835.37
ORD-16635,2024-07-05,2024-07-12,Second Class,Krishna Gupta,Consumer,South,Kochi,Furniture,Bookcases,76201.75,4,0.1,12302.2
ORD-17937,2024-02-19,2024-02-25,Express,Ananya Singh,Consumer,North,Delhi,Furniture,Bookcases,21436.98,1,0.1,2933.2
ORD-15630,25/12/2023,2023-12-27,Second Class,Vivaan Nair,Corporate,East,Patna,Office Supplies,Art,734.25,2,0.0,37.21
ORD-13866,07/12/2023,2023-12-14,Express,Neha Menon,Home Office,South,Kochi,Electronics,Phones,107943.7,3,0.2,30335.12
ORD-15324,2023-09-16,2023-09-19,Same Day,Meera Iyer,Corporate,South,Kochi,Office Supplies,Labels,8906.29,7,0.1,1498.04
ORD-10848,31/05/2024,2024-06-01,Express,Diya Chatterjee,Home Office,East,Guwahati,Electronics,Machines,108263.87,3,0.1,30333.57
ORD-13666,2023-12-19,2023-12-26,Express,Aadhya Nair,Consumer,North,Lucknow,Furniture,Bookcases,37775.4,8,0.0,8156.14
ORD-15488,28/05/2024,2024-06-01,Second Class,Karthik Pillai,Consumer,North,Chandigarh,Furniture,Chairs,31655.99,2,0.4,-1355.63
ORD-11581,29/10/2024,2024-11-02,Second Class,Ananya Joshi,Consumer,West,Pune,Furniture,Tables,3414.64,1,0.4,67.94
ORD-16669,2023-07-10,2023-07-17,Second Class,Meera Joshi,Corporate,North,Lucknow,Office Supplies,Binders,903.33,5,0.1,143.95
ORD-10424,2023-05-30,2023-06-05,Same Day,Aadhya Bose,Consumer,South,Hyderabad,Furniture,Chairs,2106.58,1,0.2,425.46
ORD-17268,2023-02-14,2023-02-19,,,Home Office,West,Mumbai,Electronics,Accessories,98927.88,4,,21446.3
ORD-13294,2024-03-24,2024-03-26,Standard,Pari Desai,Corporate,East,Kolkata,Office Supplies,Art,9006.48,7,0.2,602.47
ORD-19588,2024-07-06,2024-07-10,Second Class,Rohan Menon,Consumer,South,Kochi,Furniture,Chairs,67660.47,5,0.1,4712.46
ORD-14992,2024-03-22,2024-03-23,Second Class,Vivaan Singh,Corporate,South,Bengaluru,Electronics,Machines,66077.38,5,0.15,18586.84
ORD-15739,2024-01-24,2024-01-29,Express,Riya Gupta,Consumer,East,Guwahati,Electronics,Copiers,2952.1,1,0.0,62.56
ORD-11994,2024-11-22,2024-11-25,Standard,Rohan Reddy,Home Office,West,Ahmedabad,Electronics,Copiers,88207.07,3,0.0,28469.2
ORD-15433,2023-12-17,2023-12-24,Express,Sanjay Gupta,Home Office,East,Patna,Office Supplies,Paper,23282.33,8,0.15,2843.47
ORD-14878,2024-07-26,2024-07-31,Second Class,Arjun Chatterjee,Home Office,East,Patna,Furniture,Chairs,199868.3,8,0.2,36583.6
ORD-17742,2024-02-25,2024-02-27,Standard,Neha Rao,Home Office,West,Pune,Furniture,Bookcases,4914.49,1,0.0,926.67
ORD-17501,13/06/2023,2023-06-16,Second Class,Rohan Menon,Corporate,South,Hyderabad,Electronics,Accessories,198658.78,6,0.4,30084.96
ORD-15072,23/09/2024,2024-09-27,Second Class,Anika Joshi,Consumer,West,Pune,Office Supplies,Art,10048.23,4,0.4,2601.22
ORD-10563,2024-03-08,2024-03-14,Second Class,Sai Menon,Corporate,North,Chandigarh,Office Supplies,Labels,2496.4,1,0.1,536.44
ORD-14220,08/12/2024,2024-12-13,Express,Vivaan Desai,Corporate,South,Bengaluru,Office Supplies,Labels,14680.47,6,0.15,3186.71
ORD-17440,10/05/2024,2024-05-12,Express,Krishna Rao,Home Office,West,Surat,Electronics,Accessories,27156.67,1,0.4,7557.28
ORD-13891,12/01/2023,2023-01-16,Standard,Ishaan Verma,Home Office,South,Kochi,Office Supplies,Labels,738.1,1,0.0,152.45
ORD-19586,13/11/2023,2023-11-19,Same Day,Neha Patel,Consumer,South,Hyderabad,Office Supplies,Envelopes,8828.81,3,0.15,1485.67
ORD-16703,17/08/2023,2023-08-18,Same Day,Aarav Iyer,Consumer,East,Kolkata,Electronics,Machines,226421.86,7,0.15,-13407.82
ORD-19535,06/09/2024,2024-09-11,Same Day,Anika Singh,Corporate,East,Guwahati,Furniture,Bookcases,135642.87,8,0.3,-22988.78
ORD-10365,2023-11-20,2023-11-24,Express,Sanjay Menon,Home Office,East,Kolkata,Office Supplies,Paper,11826.82,6,0.0,2215.8
ORD-13251,29/11/2024,2024-12-04,Express,Krishna Nair,Corporate,East,Patna,Office Supplies,Binders,6249.04,3,0.2,1290.47
ORD-12790,17/11/2024,2024-11-23,Same Day,Aadhya Desai,Home Office,East,Kolkata,Electronics,Phones,33474.54,1,0.2,6876.64
ORD-11072,2023-09-17,2023-09-20,Second Class,Krishna Menon,Consumer,East,Kolkata,Office Supplies,Labels,14513.31,6,0.2,-630.5
ORD-11478,2023-09-01,2023-09-06,Express,Vihaan Joshi,Consumer,South,Chennai,Electronics,Machines,41864.5,2,0.0,3150.89
ORD-16436,03/09/2023,2023-09-10,Second Class,Pari Gupta,Home Office,North,Chandigarh,Furniture,Bookcases,47540.91,3,0.0,16623.82
ORD-17316,19/03/2024,2024-03-24,Express,Ananya Desai,Corporate,East,Patna,Office Supplies,Envelopes,824.24,6,0.3,14.62
ORD-10964,02/03/2024,2024-03-09,Second Class,Reyansh Nair,Home Office,South,Hyderabad,Electronics,Phones,16426.71,1,0.0,5915.15
ORD-16835,2023-06-05,2023-06-10,Standard,Krishna Patel,Corporate,East,Kolkata,Electronics,Machines,157906.0,8,0.1,31611.35
ORD-19223,04/04/2023,2023-04-09,Standard,Riya Verma,Consumer,East,Patna,Electronics,Accessories,16600.18,1,0.0,1999.99
ORD-17060,2023-03-10,2023-03-15,Second Class,Meera Sharma,Consumer,South,Bengaluru,Furniture,Tables,174669.3,8,0.0,26310.96
ORD-12167,15/10/2024,2024-10-18,Same Day,Isha Kulkarni,Consumer,South,Kochi,Electronics,Phones,37913.24,1,0.0,3441.76
ORD-15177,26/01/2023,2023-01-30,Same Day,Aadhya Chatterjee,Consumer,North,Lucknow,Furniture,Chairs,27960.2,2,0.1,3434.09
ORD-15083,2023-09-11,2023-09-12,Standard,Aarav Nair,Home Office,South,Bengaluru,Furniture,Tables,116929.64,6,0.0,25097.45
ORD-12638,2024-11-24,2024-11-30,Second Class,Aditya Desai,Home Office,North,Chandigarh,Electronics,Machines,120497.94,4,0.1,30736.37
ORD-10280,2023-08-22,2023-08-24,Standard,Priya Kulkarni,Home Office,East,Guwahati,Office Supplies,Labels,14345.86,5,0.4,2939.64
ORD-18436,17/11/2024,2024-11-20,Second Class,Meera Chatterjee,Home Office,North,Delhi,Office Supplies,Labels,7831.27,7,0.15,1609.88
ORD-10517,20/06/2023,2023-06-25,Second Class,Sai Iyer,Corporate,East,Kolkata,Furniture,Bookcases,16111.8,3,0.15,1320.43
ORD-12526,03/10/2023,2023-10-09,Second Class,Neha Rao,Home Office,South,Kochi,Office Supplies,Envelopes,5653.45,8,0.2,1400.68
ORD-10542,2024-07-24,2024-07-30,Same Day,Ananya Joshi,Home Office,North,Chandigarh,Office Supplies,Art,1009.06,1,0.0,132.08
ORD-11771,21/01/2024,2024-01-28,Express,Sai Rao,Corporate,West,Mumbai,Office Supplies,Art,104.16,1,0.4,21.59
ORD-17049,2023-05-26,2023-05-29,Same Day,Isha Menon,Consumer,West,Surat,Furniture,Storage,70939.81,5,0.1,21033.14
ORD-17887,2024-10-31,2024-11-05,Second Class,Neha Gupta,Consumer,East,Guwahati,Office Supplies,Binders,4041.67,7,0.15,-94.75
ORD-19081,19/11/2023,2023-11-26,Same Day,Myra Reddy,Corporate,North,Lucknow,Electronics,Accessories,33923.19,7,0.15,11241.71
ORD-10838,22/07/2023,2023-07-24,Same Day,Anika Verma,Corporate,North,Jaipur,Electronics,Machines,7922.86,1,0.4,509.6
ORD-11977,2024-12-25,2025-01-01,Second Class,Pari Gupta,Home Office,West,Ahmedabad,Electronics,Phones,105857.09,3,0.0,24757.15
ORD-18435,22/12/2024,2024-12-25,Second Class,Aditya Pillai,Corporate,South,Bengaluru,Office Supplies,Binders,11997.51,4,0.0,3028.06
ORD-12465,28/12/2023,2023-12-31,Same Day,Aarav Desai,Consumer,South,Kochi,Office Supplies,Binders,3177.44,2,0.0,927.19
ORD-17847,30/01/2024,2024-02-02,Standard,Arjun Iyer,Corporate,East,Bhubaneswar,Electronics,Machines,109632.9,6,0.1,-3077.59
ORD-10433,23/01/2024,2024-01-28,Express,Priya Iyer,Home Office,East,Kolkata,Electronics,Machines,39641.42,7,0.0,10147.46
ORD-11447,18/09/2023,2023-09-21,Standard,Ananya Sharma,Consumer,West,Mumbai,Office Supplies,Paper,1347.44,2,0.3,305.14
ORD-15943,2024-01-29,2024-02-02,Express,Kiara Singh,Consumer,West,Surat,Office Supplies,Envelopes,4532.29,4,0.2,515.85
ORD-17021,2024-06-09,2024-06-13,Same Day,Rohan Menon,Home Office,North,Chandigarh,Furniture,Tables,32222.2,5,0.4,6480.52
ORD-19677,2024-01-27,2024-02-03,Express,Reyansh Rao,Home Office,North,Delhi,Office Supplies,Envelopes,2185.66,3,0.15,331.09
ORD-12467,2023-05-13,2023-05-15,Express,Arjun Rao,Corporate,North,Chandigarh,Office Supplies,Binders,3390.14,6,0.0,695.15
ORD-12420,2023-02-16,2023-02-18,Standard,Ishaan Patel,Corporate,West,Surat,Electronics,Accessories,64322.51,5,0.0,19036.92
ORD-17715,2024-09-03,2024-09-07,Standard,Riya Chatterjee,Home Office,East,Bhubaneswar,Office Supplies,Art,2257.35,3,0.1,21.64
ORD-18111,2023-04-08,2023-04-09,Same Day,Arjun Singh,Consumer,South,Kochi,Office Supplies,Art,5233.65,7,0.4,535.43
ORD-12277,2024-05-11,2024-05-15,Second Class,Isha Chatterjee,Home Office,East,Patna,Electronics,Copiers,302082.29,8,0.0,44808.37
ORD-17414,08/12/2024,2024-12-11,Same Day,Pari Gupta,Consumer,East,Bhubaneswar,Office Supplies,Envelopes,18171.67,8,0.1,2151.59
ORD-15067,2023-04-29,2023-05-04,Same Day,Riya Iyer,Corporate,North,Jaipur,Furniture,Bookcases,86865.04,7,0.15,24620.87
ORD-14803,2024-10-16,2024-10-17,Same Day,Isha Joshi,Consumer,East,Bhubaneswar,Furniture,Storage,33209.06,2,0.3,-5473.91
ORD-10894,21/08/2023,2023-08-25,Standard,Meera Rao,Home Office,North,Chandigarh,Furniture,Chairs,6086.41,1,0.0,1568.9
ORD-13277,2024-04-29,2024-05-03,Standard,Pari Iyer,Corporate,East,Kolkata,Electronics,Copiers,55854.0,6,0.2,4603.93
ORD-15061,29/06/2023,2023-07-02,Standard,Aditya Sharma,Corporate,South,Chennai,Furniture,Bookcases,94386.59,6,0.2,10651.56
ORD-14174,2023-03-27,2023-04-01,Second Class,Sanjay Gupta,Consumer,  west ,Mumbai,Office Supplies,Art,10294.08,7,0.0,761.14
ORD-13388,03/02/2023,2023-02-08,Same Day,Riya Nair,Corporate,East,Bhubaneswar,Electronics,Phones,193294.37,6,0.4,8486.5
ORD-11144,10/03/2023,2023-03-13,Standard,Arjun Rao,Corporate,South,Kochi,Electronics,Phones,312593.28,8,0.15,72745.19
ORD-15774,23/02/2023,2023-02-28,Express,Sai Sharma,Corporate,South,Chennai,Office Supplies,Paper,6384.22,3,0.3,1092.17
ORD-13229,2023-03-12,2023-03-13,Express,Riya Singh,Consumer,West,Mumbai,Electronics,Accessories,18974.48,7,0.3,3486.82
ORD-17368,31/05/2024,2024-06-05,Second Class,Vihaan Reddy,Consumer,North,Lucknow,Electronics,Accessories,80144.16,4,0.0,23690.03
ORD-15192,2023-04-24,2023-04-28,Second Class,Ananya Gupta,Home Office,East,Bhubaneswar,Office Supplies,Binders,3174.58,7,0.2,62.56
ORD-19373,2024-11-15,2024-11-21,Standard,Sanjay Gupta,Consumer,South,Hyderabad,Electronics,Machines,21832.79,8,0.3,4327.51
ORD-16708,2024-03-21,2024-03-25,Express,Krishna Chatterjee,Home Office,South,Chennai,Office Supplies,Art,5734.78,3,0.2,1227.97
ORD-17773,2024-07-23,2024-07-30,Express,Meera Iyer,Home Office,East,Guwahati,Office Supplies,Labels,1433.71,6,0.0,66.13
ORD-12288,31/07/2023,2023-08-04,Same Day,Vihaan Nair,Home Office,South,Kochi,Furniture,Chairs,23337.33,5,0.0,3450.21
ORD-17250,27/11/2024,2024-12-03,Express,Vivaan Pillai,Home Office,West,Mumbai,Electronics,Accessories,111288.98,8,0.1,17957.79
ORD-14600,16/11/2023,2023-11-22,Same Day,Karthik Kulkarni,Consumer,West,Surat,Electronics,Machines,118352.67,3,0.2,25235.51
ORD-12439,2024-05-04,2024-05-11,Standard,Myra Nair,Corporate,North,Jaipur,Furniture,Bookcases,28815.21,4,0.2,6030.93
ORD-19268,2023-09-26,2023-09-30,Express,Aditya Kulkarni,Home Office,West,Ahmedabad,Electronics,Phones,118309.0,6,0.15,31260.63
ORD-14214,2023-05-04,2023-05-11,Express,Vivaan Patel,Corporate,West,Ahmedabad,Furniture,Bookcases,105943.83,6,0.0,14343.63
ORD-18673,09/03/2023,2023-03-11,Second Class,Ananya Rao,Home Office,East,Bhubaneswar,Electronics,Phones,101425.77,3,0.4,4286.51
ORD-15432,26/03/2024,2024-03-27,Standard,Riya Desai,Corporate,West,Surat,Furniture,Tables,36254.98,2,0.0,12573.46
ORD-13414,10/12/2024,2024-12-13,Second Class,Aadhya Menon,Corporate,South,Bengaluru,Office Supplies,Paper,3638.08,3,0.15,247.24
ORD-15543,27/04/2023,2023-04-29,Express,Diya Chatterjee,Corporate,South,Bengaluru,Furniture,Storage,47449.48,7,0.15,10980.82
ORD-16581,04/03/2023,2023-03-11,Standard,Aarav Kulkarni,Consumer,East,Patna,Furniture,Bookcases,108646.5,5,0.3,-3850.61
ORD-12562,15/06/2023,2023-06-17,Second Class,Riya Menon,Home Office,West,Surat,Furniture,Chairs,123139.38,5,0.2,21515.05
ORD-15384,23/06/2023,2023-06-26,Standard,Aditya Gupta,Home Office,West,Ahmedabad,Electronics,Copiers,75387.23,4,0.4,23566.55
ORD-16016,21/07/2024,2024-07-28,Same Day,Diya Desai,Corporate,North,Lucknow,Electronics,Phones,35395.13,6,0.0,5374.81
ORD-18594,01/04/2023,2023-04-02,Second Class,Neha Bose,Consumer,East,Kolkata,Electronics,Phones,9283.24,2,0.0,224.01
ORD-19038,2024-11-03,2024-11-09,Standard,Rohan Bose,Home Office,North,Chandigarh,Office Supplies,Art,2993.49,2,0.4,697.93
ORD-18561,2023-10-09,2023-10-10,Express,Myra Bose,Home Office,North,Delhi,Office Supplies,Art,1870.41,7,0.0,303.63
ORD-18204,02/02/2024,2024-02-07,Same Day,Ananya Joshi,Corporate,West,Pune,Furniture,Storage,9436.82,2,0.4,846.78
ORD-10190,2023-11-04,2023-11-10,Express,Aditya Chatterjee,Home Office,West,Surat,Electronics,Accessories,20630.64,2,0.0,6873.8
ORD-14721,29/06/2023,2023-07-06,Same Day,Arjun Iyer,Home Office,North,Jaipur,Furniture,Bookcases,84651.43,4,0.0,27959.77
ORD-13783,2023-04-28,2023-05-02,Same Day,Anika Desai,Corporate,South,Hyderabad,Office Supplies,Envelopes,406.59,3,0.0,33.79
ORD-14499,2023-02-17,2023-02-19,Standard,Meera Bose,Consumer,West,Surat,Office Supplies,Art,6572.37,3,0.0,1948.46
ORD-10667,2024-08-20,2024-08-21,Express,Aadhya Pillai,Corporate,North,Lucknow,Office Supplies,Envelopes,7848.81,8,0.2,1243.46
ORD-15262,2024-06-18,2024-06-24,Second Class,Krishna Menon,Home Office,West,Pune,Electronics,Machines,65242.89,3,0.4,10070.34
ORD-19390,2024-09-05,2024-09-06,Standard,Ishaan Bose,Consumer,South,Bengaluru,Office Supplies,Paper,1899.66,2,0.2,399.63
ORD-10212,26/09/2023,2023-10-02,Standard,Isha Chatterjee,Corporate,South,Hyderabad,Office Supplies,Paper,14451.09,8,0.2,3735.45
ORD-13843,2024-02-20,2024-02-26,Express,Riya Singh,Home Office,South,Bengaluru,Office Supplies,Envelopes,10417.44,7,0.0,3196.47
ORD-12376,2024-09-17,2024-09-22,Same Day,Rohan Iyer,Consumer,North,Lucknow,Furniture,Tables,51911.28,5,0.4,3777.88
ORD-11633,28/06/2024,2024-06-30,Same Day,Meera Joshi,Consumer,East,Kolkata,Furniture,Bookcases,46531.07,2,0.15,226.97
ORD-16929,2023-08-25,2023-08-29,Express,Ananya Iyer,Consumer,East,Kolkata,Office Supplies,Labels,131.08,1,0.1,-4.47
ORD-10530,23/09/2023,2023-09-25,Standard,Ananya Pillai,Home Office,West,Mumbai,Office Supplies,Envelopes,1540.36,1,0.0,362.49
ORD-13562,14/03/2023,2023-03-20,Express,Aditya Gupta,Consumer,East,Guwahati,Electronics,Accessories,34732.33,8,0.1,6289.6
ORD-19381,2023-12-11,2023-12-13,Standard,Ishaan Reddy,Consumer,South,Bengaluru,Office Supplies,Envelopes,3689.99,2,0.0,792.82
ORD-18182,2024-06-06,2024-06-07,Second Class,Reyansh Reddy,Consumer,West,Mumbai,Electronics,Phones,68897.29,-7,0.0,17458.1
ORD-13570,11/11/2024,2024-11-12,Second Class,Krishna Bose,Corporate,East,Kolkata,Electronics,Accessories,166373.61,6,0.4,19074.45
ORD-18039,18/08/2023,2023-08-23,Express,Kiara Sharma,Corporate,North,Jaipur,Electronics,Copiers,166399.31,8,0.0,40759.01
ORD-18175,05/06/2024,2024-06-09,Second Class,Pari Pillai,Consumer,West,Mumbai,Office Supplies,Art,2835.47,2,0.15,458.85
ORD-13897,2023-12-14,2023-12-21,Standard,Pari Gupta,Home Office,East,Guwahati,Furniture,Chairs,4113.59,1,0.0,711.96
ORD-17975,21/10/2024,2024-10-27,Same Day,Ananya Kulkarni,Consumer,East,Patna,Furniture,Bookcases,125512.79,7,0.0,26411.45
ORD-14653,28/03/2024,2024-03-30,Express,Myra Pillai,Consumer,East,Bhubaneswar,Office Supplies,Envelopes,1241.47,1,0.3,126.27
ORD-18063,22/02/2023,2023-03-01,Standard,Aadhya Joshi,Home Office,North,Lucknow,Office Supplies,Envelopes,15331.59,7,0.2,5121.23
ORD-13810,2024-12-21,2024-12-23,Same Day,Anika Verma,Consumer,North,Chandigarh,Furniture,Storage,124294.73,5,0.15,39929.42
